image_file,lat,lon,ele,time, 
frame_00000000.jpg,42.112347944316,-72.6087552050196,20.9666246473789,2024-08-15 17:47:16, 
frame_00000001.jpg,42.1123060564767,-72.6087154192805,21.1826350437477,2024-08-15 17:47:17, 
frame_00000002.jpg,42.1122571508046,-72.6086744183308,21.3279557423666,2024-08-15 17:47:18, 
frame_00000003.jpg,42.1122129570698,-72.6086392829826,21.5457037957385,2024-08-15 17:47:19, 
frame_00000004.jpg,42.1121664288136,-72.6086043825238,21.7296853931621,2024-08-15 17:47:20, 
frame_00000005.jpg,42.11211698979,-72.608582046836,21.6565587623045,2024-08-15 17:47:21, 
frame_00000006.jpg,42.1120676234044,-72.6085400281967,21.792304485105,2024-08-15 17:47:22, 
frame_00000007.jpg,42.1120237645814,-72.6084937255091,22.1555909710005,2024-08-15 17:47:23, 
frame_00000008.jpg,42.1119844649384,-72.6084505877106,22.1220607338473,2024-08-15 17:47:24, 
frame_00000009.jpg,42.1119371868135,-72.6084064647816,21.7034621685743,2024-08-15 17:47:25, 
frame_00000010.jpg,42.1118684712821,-72.6083745905844,22.3684783028439,2024-08-15 17:47:26, 
frame_00000011.jpg,42.111823601947,-72.6083500644506,22.0888631604612,2024-08-15 17:47:27, 
frame_00000012.jpg,42.1117573383299,-72.6083249775608,22.1530650286004,2024-08-15 17:47:28, 
frame_00000013.jpg,42.1117009771446,-72.6083086751851,22.106985880062,2024-08-15 17:47:29, 
frame_00000014.jpg,42.1116324232468,-72.608276668086,22.191637438722,2024-08-15 17:47:30, 
frame_00000015.jpg,42.1115731167801,-72.6082553242249,22.7070481944829,2024-08-15 17:47:31, 
frame_00000016.jpg,42.1115132472149,-72.6082337322546,22.796437734738,2024-08-15 17:47:32, 
frame_00000017.jpg,42.1114601223059,-72.6082160258962,22.3139659790322,2024-08-15 17:47:33, 
frame_00000018.jpg,42.1114035909168,-72.6081756961612,23.2054224768654,2024-08-15 17:47:34, 
frame_00000019.jpg,42.1113619209271,-72.6081514952157,22.5589459659532,2024-08-15 17:47:35, 
frame_00000020.jpg,42.1114312552338,-72.6079854954254,22.5701186144724,2024-08-15 17:47:36, 
frame_00000021.jpg,42.1113851170127,-72.6079171504651,22.5447625536472,2024-08-15 17:47:37, 
frame_00000022.jpg,42.1113037768033,-72.6078638535214,23.32715594396,2024-08-15 17:47:38, 
frame_00000023.jpg,42.1112440182216,-72.6078300476646,23.9978919979185,2024-08-15 17:47:39, 
frame_00000024.jpg,42.1112062258067,-72.6077832605503,23.6884627593681,2024-08-15 17:47:40, 
frame_00000025.jpg,42.1111565642463,-72.6077482121252,23.8470890764147,2024-08-15 17:47:41, 
frame_00000026.jpg,42.1111188992994,-72.6077069681395,24.620371020399,2024-08-15 17:47:42, 
frame_00000027.jpg,42.1110694408186,-72.6076589033266,23.8555103996769,2024-08-15 17:47:43, 
frame_00000028.jpg,42.1110191254951,-72.6076070439136,23.9037993662059,2024-08-15 17:47:44, 
frame_00000029.jpg,42.1109738123609,-72.6075619420879,23.8531054621562,2024-08-15 17:47:45, 
frame_00000030.jpg,42.1109363453408,-72.6075228475534,23.6073464024812,2024-08-15 17:47:46, 
frame_00000031.jpg,42.110895279003,-72.6074809100939,23.5949945813045,2024-08-15 17:47:47, 
frame_00000032.jpg,42.1108590551851,-72.6074381429109,23.5419381540269,2024-08-15 17:47:48, 
frame_00000033.jpg,42.1108132611346,-72.6073986991073,23.3734103832394,2024-08-15 17:47:49, 
frame_00000034.jpg,42.1107764608633,-72.6073639904175,23.2052598288283,2024-08-15 17:47:50, 
frame_00000035.jpg,42.1107335393267,-72.6073232891415,23.6215531239286,2024-08-15 17:47:51, 
frame_00000036.jpg,42.1106904411532,-72.6072785147219,23.1203653188422,2024-08-15 17:47:52, 
frame_00000037.jpg,42.1106461029119,-72.6072410279628,22.9494064254686,2024-08-15 17:47:53, 
frame_00000038.jpg,42.1106121206365,-72.6072043422486,23.1700474573299,2024-08-15 17:47:54, 
frame_00000039.jpg,42.1105763339397,-72.6071722439242,22.909957671538,2024-08-15 17:47:55, 
frame_00000040.jpg,42.1105373536727,-72.607131431193,22.8181130448356,2024-08-15 17:47:56, 
frame_00000041.jpg,42.1105047630577,-72.6070929869492,22.6017510714009,2024-08-15 17:47:57, 
frame_00000042.jpg,42.1104638895109,-72.6070552582908,22.4524363335222,2024-08-15 17:47:58, 
frame_00000043.jpg,42.1104240235879,-72.6070116499387,22.1169552942738,2024-08-15 17:47:59, 
frame_00000044.jpg,42.1103869783316,-72.6069732129887,22.8066651346162,2024-08-15 17:48:00, 
frame_00000045.jpg,42.1103501301055,-72.6069231994598,22.9126208620146,2024-08-15 17:48:01, 
frame_00000046.jpg,42.1103216960764,-72.6068894560453,22.4411591840908,2024-08-15 17:48:02, 
frame_00000047.jpg,42.1102813801452,-72.6068461803164,22.1790384380147,2024-08-15 17:48:03, 
frame_00000048.jpg,42.1102468493725,-72.6068054007294,22.5209515951574,2024-08-15 17:48:04, 
frame_00000049.jpg,42.1102097592818,-72.6067654832586,22.1540424777195,2024-08-15 17:48:05, 
frame_00000050.jpg,42.1101732705601,-72.6067206509678,21.9107568925247,2024-08-15 17:48:06, 
frame_00000051.jpg,42.1101359209611,-72.6066759114934,22.0509184813127,2024-08-15 17:48:07, 
frame_00000052.jpg,42.11010018401,-72.6066326582869,21.8439397141337,2024-08-15 17:48:08, 
frame_00000053.jpg,42.1100677336086,-72.6065905337887,22.0272384928539,2024-08-15 17:48:09, 
frame_00000054.jpg,42.1100271009171,-72.6065452177875,21.5325868567452,2024-08-15 17:48:10, 
frame_00000055.jpg,42.1099883060793,-72.60649841188,21.3628049353138,2024-08-15 17:48:11, 
frame_00000056.jpg,42.1099425987433,-72.6064435149391,21.2294458011165,2024-08-15 17:48:12, 
frame_00000057.jpg,42.1099053613222,-72.6064010251455,21.3781116288155,2024-08-15 17:48:13, 
frame_00000058.jpg,42.1098637786726,-72.606357899512,21.1889871926978,2024-08-15 17:48:14, 
frame_00000059.jpg,42.1098198809926,-72.6063004254903,20.9845937322825,2024-08-15 17:48:15, 
frame_00000060.jpg,42.1097869027029,-72.6062626012434,21.0017803804949,2024-08-15 17:48:16, 
frame_00000061.jpg,42.1097391439058,-72.6062077584524,21.2563242213801,2024-08-15 17:48:17, 
frame_00000062.jpg,42.1097017110212,-72.6061632782123,21.3260301183909,2024-08-15 17:48:18, 
frame_00000063.jpg,42.1096507822914,-72.6061261344213,20.9304908001795,2024-08-15 17:48:19, 
frame_00000064.jpg,42.1096069288729,-72.6060657049395,21.125462660566,2024-08-15 17:48:20, 
frame_00000065.jpg,42.109570285865,-72.6060172455054,21.305421882309,2024-08-15 17:48:21, 
frame_00000066.jpg,42.1095417879577,-72.6059812344287,21.2121438467875,2024-08-15 17:48:22, 
frame_00000067.jpg,42.1095007351577,-72.6059346754887,20.9172544702888,2024-08-15 17:48:23, 
frame_00000068.jpg,42.109451956494,-72.6058761619118,21.3643477307633,2024-08-15 17:48:24, 
frame_00000069.jpg,42.1094143839322,-72.6058330708651,21.1143272090703,2024-08-15 17:48:25, 
frame_00000070.jpg,42.1093738795457,-72.6057856240432,21.3742789514363,2024-08-15 17:48:26, 
frame_00000071.jpg,42.1093386547128,-72.6057439971958,21.7735045775771,2024-08-15 17:48:27, 
frame_00000072.jpg,42.1093003964291,-72.605698317127,21.6654237648472,2024-08-15 17:48:28, 
frame_00000073.jpg,42.1092593124489,-72.6056509089943,21.6857770029455,2024-08-15 17:48:29, 
frame_00000074.jpg,42.1092311613556,-72.6056154808433,21.6185670401901,2024-08-15 17:48:30, 
frame_00000075.jpg,42.1091895287415,-72.6055644080207,21.6757553173229,2024-08-15 17:48:31, 
frame_00000076.jpg,42.1091554219403,-72.605521061151,21.5345937246457,2024-08-15 17:48:32, 
frame_00000077.jpg,42.1091194421928,-72.6054758087304,21.9165010955185,2024-08-15 17:48:33, 
frame_00000078.jpg,42.1090764346814,-72.6054282794255,22.0124240899459,2024-08-15 17:48:34, 
frame_00000079.jpg,42.1090359170656,-72.6053797445354,21.8372886264697,2024-08-15 17:48:35, 
frame_00000080.jpg,42.1089930677122,-72.6053273845174,22.1216834494844,2024-08-15 17:48:36, 
frame_00000081.jpg,42.1089511889091,-72.6052769542382,21.9475556844845,2024-08-15 17:48:37, 
